row_id,day,region,channel,version,control_clicks,control_impressions,control_rate,treatment_clicks,treatment_impressions,treatment_rate,gap,missing_rate,late_arrival_rate
scope-west-paid-v83-day030,30,west,paid,8.3,40,994,0.040241,46,994,0.046278,0.006036,0.0,0.008
scope-west-paid-v84-day030,30,west,paid,8.4,37,916,0.040393,42,916,0.045852,0.005459,0.0,0.008
scope-west-organic-v83-day030,30,west,organic,8.3,45,1027,0.043817,51,1027,0.049659,0.005842,0.0,0.008
scope-west-organic-v84-day030,30,west,organic,8.4,44,1007,0.043694,50,1007,0.049652,0.005958,0.0,0.008
scope-east-paid-v83-day031,31,east,paid,8.3,42,1039,0.040423,48,1039,0.046198,0.005775,0.0,0.01
scope-east-paid-v84-day031,31,east,paid,8.4,43,1075,0.04,49,1075,0.045581,0.005581,0.0,0.01
scope-east-organic-v83-day031,31,east,organic,8.3,45,1028,0.043774,51,1028,0.049611,0.005837,0.0,0.01
scope-east-organic-v84-day031,31,east,organic,8.4,46,1045,0.044019,52,1045,0.049761,0.005742,0.0,0.01
scope-west-paid-v83-day031,31,west,paid,8.3,37,928,0.039871,43,928,0.046336,0.006466,0.0,0.01
scope-west-paid-v84-day031,31,west,paid,8.4,37,930,0.039785,43,930,0.046237,0.006452,0.0,0.01
scope-west-organic-v83-day031,31,west,organic,8.3,40,913,0.043812,46,913,0.050383,0.006572,0.0,0.01
scope-west-organic-v84-day031,31,west,organic,8.4,45,1028,0.043774,51,1028,0.049611,0.005837,0.0,0.01
scope-east-paid-v83-day032,32,east,paid,8.3,36,907,0.039691,42,907,0.046307,0.006615,0.0,0.004
scope-east-paid-v84-day032,32,east,paid,8.4,41,1034,0.039652,48,1034,0.046422,0.00677,0.0,0.004
scope-east-organic-v83-day032,32,east,organic,8.3,44,998,0.044088,50,998,0.0501,0.006012,0.0,0.004
scope-east-organic-v84-day032,32,east,organic,8.4,40,903,0.044297,45,903,0.049834,0.005537,0.0,0.004
scope-west-paid-v83-day032,32,west,paid,8.3,37,932,0.0397,43,932,0.046137,0.006438,0.0,0.004
scope-west-paid-v84-day032,32,west,paid,8.4,42,1041,0.040346,48,1041,0.04611,0.005764,0.0,0.004
scope-west-organic-v83-day032,32,west,organic,8.3,47,1077,0.04364,54,1077,0.050139,0.0065,0.0,0.004
scope-west-organic-v84-day032,32,west,organic,8.4,45,1034,0.04352,52,1034,0.05029,0.00677,0.0,0.004
scope-east-paid-v83-day033,33,east,paid,8.3,41,1020,0.040196,47,1020,0.046078,0.005882,0.0,0.006
scope-east-paid-v84-day033,33,east,paid,8.4,38,961,0.039542,44,961,0.045786,0.006243,0.0,0.006
scope-east-organic-v83-day033,33,east,organic,8.3,43,980,0.043878,49,980,0.05,0.006122,0.0,0.006
scope-east-organic-v84-day033,33,east,organic,8.4,43,970,0.04433,48,970,0.049485,0.005155,0.0,0.006
scope-west-paid-v83-day033,33,west,paid,8.3,42,1042,0.040307,48,1042,0.046065,0.005758,0.0,0.006
scope-west-paid-v84-day033,33,west,paid,8.4,39,981,0.039755,45,981,0.045872,0.006116,0.0,0.006
scope-west-organic-v83-day033,33,west,organic,8.3,45,1019,0.044161,51,1019,0.050049,0.005888,0.0,0.006
scope-west-organic-v84-day033,33,west,organic,8.4,45,1025,0.043902,51,1025,0.049756,0.005854,0.0,0.006
scope-east-paid-v83-day034,34,east,paid,8.3,40,1005,0.039801,46,1005,0.045771,0.00597,0.0,0.008
scope-east-paid-v84-day034,34,east,paid,8.4,37,919,0.040261,42,919,0.045702,0.005441,0.0,0.008
scope-east-organic-v83-day034,34,east,organic,8.3,41,943,0.043478,47,943,0.049841,0.006363,0.0,0.008
scope-east-organic-v84-day034,34,east,organic,8.4,43,977,0.044012,49,977,0.050154,0.006141,0.0,0.008
scope-west-paid-v83-day034,34,west,paid,8.3,39,982,0.039715,45,982,0.045825,0.00611,0.0,0.008
scope-west-paid-v84-day034,34,west,paid,8.4,37,924,0.040043,43,924,0.046537,0.006494,0.0,0.008
scope-west-organic-v83-day034,34,west,organic,8.3,44,990,0.044444,49,990,0.049495,0.005051,0.0,0.008
scope-west-organic-v84-day034,34,west,organic,8.4,47,1079,0.043559,54,1079,0.050046,0.006487,0.0,0.008
scope-east-paid-v83-day035,35,east,paid,8.3,37,918,0.040305,42,918,0.045752,0.005447,0.0,0.01
scope-east-paid-v84-day035,35,east,paid,8.4,39,965,0.040415,44,965,0.045596,0.005181,0.0,0.01
scope-east-organic-v83-day035,35,east,organic,8.3,46,1055,0.043602,53,1055,0.050237,0.006635,0.0,0.01
scope-east-organic-v84-day035,35,east,organic,8.4,40,906,0.04415,45,906,0.049669,0.005519,0.0,0.01
scope-west-paid-v83-day035,35,west,paid,8.3,42,1055,0.03981,49,1055,0.046445,0.006635,0.0,0.01
scope-west-paid-v84-day035,35,west,paid,8.4,42,1039,0.040423,48,1039,0.046198,0.005775,0.0,0.01
scope-west-organic-v83-day035,35,west,organic,8.3,46,1056,0.043561,53,1056,0.050189,0.006629,0.0,0.01
scope-west-organic-v84-day035,35,west,organic,8.4,46,1051,0.043768,53,1051,0.050428,0.00666,0.0,0.01
scope-east-paid-v83-day036,36,east,paid,8.3,42,1039,0.040423,48,1039,0.046198,0.005775,0.0,0.004
scope-east-paid-v84-day036,36,east,paid,8.4,39,977,0.039918,45,977,0.046059,0.006141,0.0,0.004
scope-east-organic-v83-day036,36,east,organic,8.3,44,1011,0.043521,51,1011,0.050445,0.006924,0.0,0.004
scope-east-organic-v84-day036,36,east,organic,8.4,41,939,0.043663,47,939,0.050053,0.00639,0.0,0.004
scope-west-paid-v83-day036,36,west,paid,8.3,41,1037,0.039537,48,1037,0.046287,0.00675,0.0,0.004
scope-west-paid-v84-day036,36,west,paid,8.4,42,1050,0.04,48,1050,0.045714,0.005714,0.0,0.004
scope-west-organic-v83-day036,36,west,organic,8.3,47,1075,0.043721,54,1075,0.050233,0.006512,0.0,0.004
scope-west-organic-v84-day036,36,west,organic,8.4,44,995,0.044221,50,995,0.050251,0.00603,0.0,0.004
scope-east-paid-v83-day037,37,east,paid,8.3,39,978,0.039877,45,978,0.046012,0.006135,0.0,0.006
scope-east-paid-v84-day037,37,east,paid,8.4,39,983,0.039674,45,983,0.045778,0.006104,0.0,0.006
scope-east-organic-v83-day037,37,east,organic,8.3,45,1024,0.043945,51,1024,0.049805,0.005859,0.0,0.006
scope-east-organic-v84-day037,37,east,organic,8.4,42,947,0.044351,47,947,0.04963,0.00528,0.0,0.006
scope-west-paid-v83-day037,37,west,paid,8.3,38,951,0.039958,44,951,0.046267,0.006309,0.0,0.006
scope-west-paid-v84-day037,37,west,paid,8.4,37,916,0.040393,42,916,0.045852,0.005459,0.0,0.006
scope-west-organic-v83-day037,37,west,organic,8.3,43,977,0.044012,49,977,0.050154,0.006141,0.0,0.006
scope-west-organic-v84-day037,37,west,organic,8.4,43,973,0.044193,49,973,0.05036,0.006166,0.0,0.006
scope-east-paid-v83-day038,38,east,paid,8.3,36,908,0.039648,42,908,0.046256,0.006608,0.0,0.008
scope-east-paid-v84-day038,38,east,paid,8.4,37,930,0.039785,43,930,0.046237,0.006452,0.0,0.008
scope-east-organic-v83-day038,38,east,organic,8.3,40,920,0.043478,46,920,0.05,0.006522,0.0,0.008
scope-east-organic-v84-day038,38,east,organic,8.4,41,921,0.044517,46,921,0.049946,0.005429,0.0,0.008
scope-west-paid-v83-day038,38,west,paid,8.3,42,1055,0.03981,49,1055,0.046445,0.006635,0.0,0.008
scope-west-paid-v84-day038,38,west,paid,8.4,38,951,0.039958,44,951,0.046267,0.006309,0.0,0.008
scope-west-organic-v83-day038,38,west,organic,8.3,43,972,0.044239,49,972,0.050412,0.006173,0.0,0.008
scope-west-organic-v84-day038,38,west,organic,8.4,44,1005,0.043781,50,1005,0.049751,0.00597,0.0,0.008
scope-east-paid-v83-day039,39,east,paid,8.3,41,1025,0.04,47,1025,0.045854,0.005854,0.0,0.01
scope-east-paid-v84-day039,39,east,paid,8.4,38,951,0.039958,44,951,0.046267,0.006309,0.0,0.01
scope-east-organic-v83-day039,39,east,organic,8.3,45,1027,0.043817,51,1027,0.049659,0.005842,0.0,0.01
scope-east-organic-v84-day039,39,east,organic,8.4,41,925,0.044324,46,925,0.04973,0.005405,0.0,0.01
scope-west-paid-v83-day039,39,west,paid,8.3,43,1067,0.0403,49,1067,0.045923,0.005623,0.0,0.01
scope-west-paid-v84-day039,39,west,paid,8.4,41,1017,0.040315,47,1017,0.046214,0.0059,0.0,0.01
scope-west-organic-v83-day039,39,west,organic,8.3,44,992,0.044355,50,992,0.050403,0.006048,0.0,0.01
scope-west-organic-v84-day039,39,west,organic,8.4,40,900,0.044444,45,900,0.05,0.005556,0.0,0.01
scope-east-paid-v83-day040,40,east,paid,8.3,38,946,0.040169,44,946,0.046512,0.006342,0.0,0.004
scope-east-paid-v84-day040,40,east,paid,8.4,40,993,0.040282,24,993,0.024169,-0.016113,0.0,0.004
scope-east-organic-v83-day040,40,east,organic,8.3,40,920,0.043478,46,920,0.05,0.006522,0.0,0.004
scope-east-organic-v84-day040,40,east,organic,8.4,44,990,0.044444,49,990,0.049495,0.005051,0.0,0.004
scope-west-paid-v83-day040,40,west,paid,8.3,38,951,0.039958,44,951,0.046267,0.006309,0.0,0.004
scope-west-paid-v84-day040,40,west,paid,8.4,37,929,0.039828,43,929,0.046286,0.006459,0.0,0.004
scope-west-organic-v83-day040,40,west,organic,8.3,43,975,0.044103,49,975,0.050256,0.006154,0.0,0.004
scope-west-organic-v84-day040,40,west,organic,8.4,40,908,0.044053,45,908,0.049559,0.005507,0.0,0.004
scope-east-paid-v83-day041,41,east,paid,8.3,38,950,0.04,44,950,0.046316,0.006316,0.0,0.006
scope-east-paid-v84-day041,41,east,paid,8.4,37,923,0.040087,22,923,0.023835,-0.016251,0.0,0.006
scope-east-organic-v83-day041,41,east,organic,8.3,41,930,0.044086,46,930,0.049462,0.005376,0.0,0.006
scope-east-organic-v84-day041,41,east,organic,8.4,47,1057,0.044465,53,1057,0.050142,0.005676,0.0,0.006
scope-west-paid-v83-day041,41,west,paid,8.3,43,1078,0.039889,50,1078,0.046382,0.006494,0.0,0.006
scope-west-paid-v84-day041,41,west,paid,8.4,38,948,0.040084,44,948,0.046414,0.006329,0.0,0.006
scope-west-organic-v83-day041,41,west,organic,8.3,41,926,0.044276,46,926,0.049676,0.0054,0.0,0.006
scope-west-organic-v84-day041,41,west,organic,8.4,47,1073,0.043802,54,1073,0.050326,0.006524,0.0,0.006
scope-east-paid-v83-day042,42,east,paid,8.3,41,1034,0.039652,48,1034,0.046422,0.00677,0.0,0.008
scope-east-paid-v84-day042,42,east,paid,8.4,36,910,0.03956,22,910,0.024176,-0.015385,0.0,0.008
scope-east-organic-v83-day042,42,east,organic,8.3,41,936,0.043803,47,936,0.050214,0.00641,0.0,0.008
scope-east-organic-v84-day042,42,east,organic,8.4,41,925,0.044324,46,925,0.04973,0.005405,0.0,0.008
scope-west-paid-v83-day042,42,west,paid,8.3,36,902,0.039911,41,902,0.045455,0.005543,0.0,0.008
scope-west-paid-v84-day042,42,west,paid,8.4,43,1069,0.040225,49,1069,0.045837,0.005613,0.0,0.008
scope-west-organic-v83-day042,42,west,organic,8.3,41,934,0.043897,47,934,0.050321,0.006424,0.0,0.008
scope-west-organic-v84-day042,42,west,organic,8.4,45,1014,0.044379,51,1014,0.050296,0.005917,0.0,0.008
scope-east-paid-v83-day043,43,east,paid,8.3,41,1028,0.039883,47,1028,0.04572,0.005837,0.0,0.01
scope-east-paid-v84-day043,43,east,paid,8.4,42,1052,0.039924,25,1052,0.023764,-0.01616,0.0,0.01
scope-east-organic-v83-day043,43,east,organic,8.3,43,976,0.044057,49,976,0.050205,0.006148,0.0,0.01
scope-east-organic-v84-day043,43,east,organic,8.4,42,948,0.044304,47,948,0.049578,0.005274,0.0,0.01
scope-west-paid-v83-day043,43,west,paid,8.3,39,982,0.039715,45,982,0.045825,0.00611,0.0,0.01
scope-west-paid-v84-day043,43,west,paid,8.4,40,1005,0.039801,46,1005,0.045771,0.00597,0.0,0.01
scope-west-organic-v83-day043,43,west,organic,8.3,45,1016,0.044291,51,1016,0.050197,0.005906,0.0,0.01
scope-west-organic-v84-day043,43,west,organic,8.4,47,1059,0.044381,53,1059,0.050047,0.005666,0.0,0.01
scope-east-paid-v83-day044,44,east,paid,8.3,43,1065,0.040376,49,1065,0.046009,0.005634,0.0,0.004
scope-east-paid-v84-day044,44,east,paid,8.4,39,970,0.040206,23,970,0.023711,-0.016495,0.0,0.004
scope-east-organic-v83-day044,44,east,organic,8.3,40,911,0.043908,46,911,0.050494,0.006586,0.0,0.004
scope-east-organic-v84-day044,44,east,organic,8.4,44,1001,0.043956,50,1001,0.04995,0.005994,0.0,0.004
scope-west-paid-v83-day044,44,west,paid,8.3,37,923,0.040087,42,923,0.045504,0.005417,0.0,0.004
scope-west-paid-v84-day044,44,west,paid,8.4,42,1052,0.039924,48,1052,0.045627,0.005703,0.0,0.004
scope-west-organic-v83-day044,44,west,organic,8.3,46,1050,0.04381,52,1050,0.049524,0.005714,0.0,0.004
scope-west-organic-v84-day044,44,west,organic,8.4,41,938,0.04371,47,938,0.050107,0.006397,0.0,0.004
scope-east-paid-v83-day045,45,east,paid,8.3,39,977,0.039918,45,977,0.046059,0.006141,0.0,0.006
scope-east-paid-v84-day045,45,east,paid,8.4,41,1035,0.039614,25,1035,0.024155,-0.015459,0.0,0.006
scope-east-organic-v83-day045,45,east,organic,8.3,41,942,0.043524,47,942,0.049894,0.006369,0.0,0.006
scope-east-organic-v84-day045,45,east,organic,8.4,45,1018,0.044204,51,1018,0.050098,0.005894,0.0,0.006
scope-west-paid-v83-day045,45,west,paid,8.3,41,1017,0.040315,47,1017,0.046214,0.0059,0.0,0.006
scope-west-paid-v84-day045,45,west,paid,8.4,39,971,0.040165,45,971,0.046344,0.006179,0.0,0.006
scope-west-organic-v83-day045,45,west,organic,8.3,44,996,0.044177,50,996,0.050201,0.006024,0.0,0.006
scope-west-organic-v84-day045,45,west,organic,8.4,43,967,0.044467,48,967,0.049638,0.005171,0.0,0.006
scope-east-paid-v83-day046,46,east,paid,8.3,41,1034,0.039652,48,1034,0.046422,0.00677,0.0,0.008
scope-east-paid-v84-day046,46,east,paid,8.4,40,1009,0.039643,24,1009,0.023786,-0.015857,0.0,0.008
scope-east-organic-v83-day046,46,east,organic,8.3,45,1024,0.043945,51,1024,0.049805,0.005859,0.0,0.008
scope-east-organic-v84-day046,46,east,organic,8.4,43,975,0.044103,49,975,0.050256,0.006154,0.0,0.008
scope-west-paid-v83-day046,46,west,paid,8.3,40,993,0.040282,46,993,0.046324,0.006042,0.0,0.008
scope-west-paid-v84-day046,46,west,paid,8.4,43,1079,0.039852,50,1079,0.046339,0.006487,0.0,0.008
scope-west-organic-v83-day046,46,west,organic,8.3,40,901,0.044395,45,901,0.049945,0.005549,0.0,0.008
scope-west-organic-v84-day046,46,west,organic,8.4,43,983,0.043744,49,983,0.049847,0.006104,0.0,0.008
scope-east-paid-v83-day047,47,east,paid,8.3,43,1064,0.040414,49,1064,0.046053,0.005639,0.0,0.01
scope-east-paid-v84-day047,47,east,paid,8.4,43,1067,0.0403,26,1067,0.024367,-0.015933,0.0,0.01
scope-east-organic-v83-day047,47,east,organic,8.3,44,1002,0.043912,50,1002,0.0499,0.005988,0.0,0.01
scope-east-organic-v84-day047,47,east,organic,8.4,43,967,0.044467,48,967,0.049638,0.005171,0.0,0.01
scope-west-paid-v83-day047,47,west,paid,8.3,40,992,0.040323,46,992,0.046371,0.006048,0.0,0.01
scope-west-paid-v84-day047,47,west,paid,8.4,39,972,0.040123,45,972,0.046296,0.006173,0.0,0.01
scope-west-organic-v83-day047,47,west,organic,8.3,46,1043,0.044104,52,1043,0.049856,0.005753,0.0,0.01
scope-west-organic-v84-day047,47,west,organic,8.4,40,919,0.043526,46,919,0.050054,0.006529,0.0,0.01
scope-east-paid-v83-day048,48,east,paid,8.3,39,966,0.040373,44,966,0.045549,0.005176,0.0,0.004
scope-east-paid-v84-day048,48,east,paid,8.4,41,1031,0.039767,25,1031,0.024248,-0.015519,0.0,0.004
scope-east-organic-v83-day048,48,east,organic,8.3,45,1017,0.044248,51,1017,0.050147,0.0059,0.0,0.004
scope-east-organic-v84-day048,48,east,organic,8.4,45,1025,0.043902,51,1025,0.049756,0.005854,0.0,0.004
scope-west-paid-v83-day048,48,west,paid,8.3,36,911,0.039517,42,911,0.046103,0.006586,0.0,0.004
scope-west-paid-v84-day048,48,west,paid,8.4,43,1070,0.040187,49,1070,0.045794,0.005607,0.0,0.004
scope-west-organic-v83-day048,48,west,organic,8.3,43,978,0.043967,49,978,0.050102,0.006135,0.0,0.004
scope-west-organic-v84-day048,48,west,organic,8.4,44,1001,0.043956,50,1001,0.04995,0.005994,0.0,0.004
scope-east-paid-v83-day049,49,east,paid,8.3,39,971,0.040165,45,971,0.046344,0.006179,0.0,0.006
scope-east-paid-v84-day049,49,east,paid,8.4,41,1034,0.039652,25,1034,0.024178,-0.015474,0.0,0.006
scope-east-organic-v83-day049,49,east,organic,8.3,47,1075,0.043721,54,1075,0.050233,0.006512,0.0,0.006
scope-east-organic-v84-day049,49,east,organic,8.4,40,908,0.044053,45,908,0.049559,0.005507,0.0,0.006
scope-west-paid-v83-day049,49,west,paid,8.3,38,945,0.040212,43,945,0.045503,0.005291,0.0,0.006
scope-west-paid-v84-day049,49,west,paid,8.4,41,1017,0.040315,47,1017,0.046214,0.0059,0.0,0.006
scope-west-organic-v83-day049,49,west,organic,8.3,43,972,0.044239,49,972,0.050412,0.006173,0.0,0.006
scope-west-organic-v84-day049,49,west,organic,8.4,43,984,0.043699,49,984,0.049797,0.006098,0.0,0.006
scope-east-paid-v83-day050,50,east,paid,8.3,37,921,0.040174,42,921,0.045603,0.005429,0.0,0.008
scope-east-paid-v84-day050,50,east,paid,8.4,40,993,0.040282,24,993,0.024169,-0.016113,0.0,0.008
scope-east-organic-v83-day050,50,east,organic,8.3,41,938,0.04371,47,938,0.050107,0.006397,0.0,0.008
scope-east-organic-v84-day050,50,east,organic,8.4,45,1030,0.043689,51,1030,0.049515,0.005825,0.0,0.008
scope-west-paid-v83-day050,50,west,paid,8.3,36,900,0.04,41,900,0.045556,0.005556,0.0,0.008
scope-west-paid-v84-day050,50,west,paid,8.4,41,1020,0.040196,47,1020,0.046078,0.005882,0.0,0.008
scope-west-organic-v83-day050,50,west,organic,8.3,45,1033,0.043562,52,1033,0.050339,0.006776,0.0,0.008
scope-west-organic-v84-day050,50,west,organic,8.4,42,952,0.044118,48,952,0.05042,0.006303,0.0,0.008
scope-east-paid-v83-day051,51,east,paid,8.3,38,951,0.039958,44,951,0.046267,0.006309,0.0,0.01
scope-east-paid-v84-day051,51,east,paid,8.4,37,934,0.039615,22,934,0.023555,-0.01606,0.0,0.01
scope-east-organic-v83-day051,51,east,organic,8.3,46,1040,0.044231,52,1040,0.05,0.005769,0.0,0.01
scope-east-organic-v84-day051,51,east,organic,8.4,42,958,0.043841,48,958,0.050104,0.006263,0.0,0.01
scope-west-paid-v83-day051,51,west,paid,8.3,43,1077,0.039926,50,1077,0.046425,0.0065,0.0,0.01
scope-west-paid-v84-day051,51,west,paid,8.4,41,1037,0.039537,48,1037,0.046287,0.00675,0.0,0.01
scope-west-organic-v83-day051,51,west,organic,8.3,40,904,0.044248,45,904,0.049779,0.005531,0.0,0.01
scope-west-organic-v84-day051,51,west,organic,8.4,46,1038,0.044316,52,1038,0.050096,0.00578,0.0,0.01
scope-east-paid-v83-day052,52,east,paid,8.3,38,951,0.039958,44,951,0.046267,0.006309,0.0,0.004
scope-east-paid-v84-day052,52,east,paid,8.4,40,1008,0.039683,24,1008,0.02381,-0.015873,0.0,0.004
scope-east-organic-v83-day052,52,east,organic,8.3,47,1060,0.04434,53,1060,0.05,0.00566,0.0,0.004
scope-east-organic-v84-day052,52,east,organic,8.4,43,977,0.044012,49,977,0.050154,0.006141,0.0,0.004
scope-west-paid-v83-day052,52,west,paid,8.3,41,1018,0.040275,47,1018,0.046169,0.005894,0.0,0.004
scope-west-paid-v84-day052,52,west,paid,8.4,36,907,0.039691,42,907,0.046307,0.006615,0.0,0.004
scope-west-organic-v83-day052,52,west,organic,8.3,45,1017,0.044248,51,1017,0.050147,0.0059,0.0,0.004
scope-west-organic-v84-day052,52,west,organic,8.4,40,907,0.044101,45,907,0.049614,0.005513,0.0,0.004
scope-east-paid-v83-day053,53,east,paid,8.3,43,1079,0.039852,50,1079,0.046339,0.006487,0.0,0.006
scope-east-paid-v84-day053,53,east,paid,8.4,40,1007,0.039722,24,1007,0.023833,-0.015889,0.0,0.006
scope-east-organic-v83-day053,53,east,organic,8.3,47,1064,0.044173,53,1064,0.049812,0.005639,0.0,0.006
scope-east-organic-v84-day053,53,east,organic,8.4,41,929,0.044133,46,929,0.049516,0.005382,0.0,0.006
scope-west-paid-v83-day053,53,west,paid,8.3,41,1030,0.039806,47,1030,0.045631,0.005825,0.0,0.006
scope-west-paid-v84-day053,53,west,paid,8.4,39,976,0.039959,45,976,0.046107,0.006148,0.0,0.006
scope-west-organic-v83-day053,53,west,organic,8.3,45,1017,0.044248,51,1017,0.050147,0.0059,0.0,0.006
scope-west-organic-v84-day053,53,west,organic,8.4,42,960,0.04375,48,960,0.05,0.00625,0.0,0.006
scope-east-paid-v83-day054,54,east,paid,8.3,41,1013,0.040474,47,1013,0.046397,0.005923,0.0,0.008
scope-east-paid-v84-day054,54,east,paid,8.4,43,1063,0.040452,26,1063,0.024459,-0.015992,0.0,0.008
scope-east-organic-v83-day054,54,east,organic,8.3,41,929,0.044133,46,929,0.049516,0.005382,0.0,0.008
scope-east-organic-v84-day054,54,east,organic,8.4,44,994,0.044266,50,994,0.050302,0.006036,0.0,0.008
scope-west-paid-v83-day054,54,west,paid,8.3,42,1050,0.04,48,1050,0.045714,0.005714,0.0,0.008
scope-west-paid-v84-day054,54,west,paid,8.4,37,937,0.039488,43,937,0.045891,0.006403,0.0,0.008
scope-west-organic-v83-day054,54,west,organic,8.3,46,1047,0.043935,52,1047,0.049666,0.005731,0.0,0.008
scope-west-organic-v84-day054,54,west,organic,8.4,42,958,0.043841,48,958,0.050104,0.006263,0.0,0.008
scope-east-paid-v83-day055,55,east,paid,8.3,40,1005,0.039801,46,1005,0.045771,0.00597,0.0,0.01
scope-east-paid-v84-day055,55,east,paid,8.4,43,1063,0.040452,26,1063,0.024459,-0.015992,0.0,0.01
scope-east-organic-v83-day055,55,east,organic,8.3,46,1047,0.043935,52,1047,0.049666,0.005731,0.0,0.01
scope-east-organic-v84-day055,55,east,organic,8.4,42,954,0.044025,48,954,0.050314,0.006289,0.0,0.01
scope-west-paid-v83-day055,55,west,paid,8.3,42,1049,0.040038,48,1049,0.045758,0.00572,0.0,0.01
scope-west-paid-v84-day055,55,west,paid,8.4,40,1002,0.03992,46,1002,0.045908,0.005988,0.0,0.01
scope-west-organic-v83-day055,55,west,organic,8.3,47,1057,0.044465,53,1057,0.050142,0.005676,0.0,0.01
scope-west-organic-v84-day055,55,west,organic,8.4,41,930,0.044086,46,930,0.049462,0.005376,0.0,0.01
scope-east-paid-v83-day056,56,east,paid,8.3,39,973,0.040082,45,973,0.046249,0.006166,0.0,0.004
scope-east-paid-v84-day056,56,east,paid,8.4,39,967,0.040331,23,967,0.023785,-0.016546,0.0,0.004
scope-east-organic-v83-day056,56,east,organic,8.3,45,1013,0.044423,51,1013,0.050346,0.005923,0.0,0.004
scope-east-organic-v84-day056,56,east,organic,8.4,47,1077,0.04364,54,1077,0.050139,0.0065,0.0,0.004
scope-west-paid-v83-day056,56,west,paid,8.3,42,1048,0.040076,48,1048,0.045802,0.005725,0.0,0.004
scope-west-paid-v84-day056,56,west,paid,8.4,41,1017,0.040315,47,1017,0.046214,0.0059,0.0,0.004
scope-west-organic-v83-day056,56,west,organic,8.3,41,936,0.043803,47,936,0.050214,0.00641,0.0,0.004
scope-west-organic-v84-day056,56,west,organic,8.4,45,1018,0.044204,51,1018,0.050098,0.005894,0.0,0.004
scope-east-paid-v83-day057,57,east,paid,8.3,42,1046,0.040153,48,1046,0.045889,0.005736,0.0,0.006
scope-east-paid-v84-day057,57,east,paid,8.4,36,903,0.039867,22,903,0.024363,-0.015504,0.0,0.006
scope-east-organic-v83-day057,57,east,organic,8.3,46,1055,0.043602,53,1055,0.050237,0.006635,0.0,0.006
scope-east-organic-v84-day057,57,east,organic,8.4,40,911,0.043908,46,911,0.050494,0.006586,0.0,0.006
scope-west-paid-v83-day057,57,west,paid,8.3,41,1026,0.039961,47,1026,0.045809,0.005848,0.0,0.006
scope-west-paid-v84-day057,57,west,paid,8.4,37,937,0.039488,43,937,0.045891,0.006403,0.0,0.006
scope-west-organic-v83-day057,57,west,organic,8.3,44,1001,0.043956,50,1001,0.04995,0.005994,0.0,0.006
scope-west-organic-v84-day057,57,west,organic,8.4,41,923,0.04442,46,923,0.049837,0.005417,0.0,0.006
scope-east-paid-v83-day058,58,east,paid,8.3,37,919,0.040261,42,919,0.045702,0.005441,0.0,0.008
scope-east-paid-v84-day058,58,east,paid,8.4,42,1057,0.039735,25,1057,0.023652,-0.016083,0.0,0.008
scope-east-organic-v83-day058,58,east,organic,8.3,41,942,0.043524,47,942,0.049894,0.006369,0.0,0.008
scope-east-organic-v84-day058,58,east,organic,8.4,44,995,0.044221,50,995,0.050251,0.00603,0.0,0.008
scope-west-paid-v83-day058,58,west,paid,8.3,37,923,0.040087,42,923,0.045504,0.005417,0.0,0.008
scope-west-paid-v84-day058,58,west,paid,8.4,43,1063,0.040452,49,1063,0.046096,0.005644,0.0,0.008
scope-west-organic-v83-day058,58,west,organic,8.3,41,929,0.044133,46,929,0.049516,0.005382,0.0,0.008
scope-west-organic-v84-day058,58,west,organic,8.4,42,962,0.043659,48,962,0.049896,0.006237,0.0,0.008
scope-east-paid-v83-day059,59,east,paid,8.3,40,993,0.040282,46,993,0.046324,0.006042,0.0,0.01
scope-east-paid-v84-day059,59,east,paid,8.4,41,1032,0.039729,25,1032,0.024225,-0.015504,0.0,0.01
scope-east-organic-v83-day059,59,east,organic,8.3,44,990,0.044444,49,990,0.049495,0.005051,0.0,0.01
scope-east-organic-v84-day059,59,east,organic,8.4,45,1025,0.043902,51,1025,0.049756,0.005854,0.0,0.01
scope-west-paid-v83-day059,59,west,paid,8.3,43,1073,0.040075,49,1073,0.045666,0.005592,0.0,0.01
scope-west-paid-v84-day059,59,west,paid,8.4,41,1029,0.039845,47,1029,0.045675,0.005831,0.0,0.01
scope-west-organic-v83-day059,59,west,organic,8.3,45,1024,0.043945,51,1024,0.049805,0.005859,0.0,0.01
scope-west-organic-v84-day059,59,west,organic,8.4,43,979,0.043922,49,979,0.050051,0.006129,0.0,0.01
